,item_id,state_id,price,sale_perday,sale_change,price_change,elasticity,target_days,discount%,cost_price,stock on hand,discount_price,predict_total_sale
6,HOBBIES_1_001,TX,8.619999885559082,1.1,-0.44999999999999996,0.7239999771118164,0.6215469809752505,7,50,2.5,100,4.309999942779541,11.36841436192181
7,HOBBIES_1_001,TX,8.380000114440918,1.121212121212121,0.01928374655647369,-0.02784220119541192,0.692608548481125,7,0,2.5,100,8.380000114440918,9.321971464299654
7,HOBBIES_1_001,TX,8.380000114440918,1.121212121212121,0.01928374655647369,-0.02784220119541192,0.692608548481125,7,10,2.5,100,7.542000102996826,9.321971464299654
7,HOBBIES_1_001,TX,8.380000114440918,1.121212121212121,0.01928374655647369,-0.02784220119541192,0.692608548481125,7,30,2.5,100,5.866000080108642,9.321971464299654
7,HOBBIES_1_001,TX,8.380000114440918,1.121212121212121,0.01928374655647369,-0.02784220119541192,0.692608548481125,7,50,2.5,100,4.190000057220459,9.321971464299654
9,HOBBIES_1_001,WI,8.260000228881836,1.2163009404388714,0.21630094043887138,-0.1377870256092416,1.5698208121009305,7,0,4.130000114440918,100,8.260000228881836,8.772362401472867
9,HOBBIES_1_001,WI,8.260000228881836,1.2163009404388714,0.21630094043887138,-0.1377870256092416,1.5698208121009305,7,10,4.130000114440918,100,7.4340002059936525,8.772362401472867
9,HOBBIES_1_001,WI,8.260000228881836,1.2163009404388714,0.21630094043887138,-0.1377870256092416,1.5698208121009305,7,30,4.130000114440918,100,5.782000160217285,8.772362401472867
9,HOBBIES_1_001,WI,8.260000228881836,1.2163009404388714,0.21630094043887138,-0.1377870256092416,1.5698208121009305,7,50,4.130000114440918,100,4.130000114440918,8.772362401472867
10,HOBBIES_1_001,WI,8.380000114440918,1.2828282828282829,0.05469644902634596,0.01452783077892561,0.0,7,0,4.130000114440918,100,8.380000114440918,26.35711768322007
10,HOBBIES_1_001,WI,8.380000114440918,1.2828282828282829,0.05469644902634596,0.01452783077892561,0.0,7,10,4.130000114440918,100,7.542000102996826,26.35711768322007
10,HOBBIES_1_001,WI,8.380000114440918,1.2828282828282829,0.05469644902634596,0.01452783077892561,0.0,7,30,4.130000114440918,100,5.866000080108642,26.35711768322007
10,HOBBIES_1_001,WI,8.380000114440918,1.2828282828282829,0.05469644902634596,0.01452783077892561,0.0,7,50,4.130000114440918,100,4.190000057220459,26.35711768322007
11,HOBBIES_1_001,WI,8.619999885559082,1.0,-0.22047244094488194,0.028639590434441864,7.698170176335434,7,0,4.130000114440918,100,8.619999885559082,7.785462962962971
11,HOBBIES_1_001,WI,8.619999885559082,1.0,-0.22047244094488194,0.028639590434441864,7.698170176335434,7,10,4.130000114440918,100,7.757999897003174,7.785462962962971
11,HOBBIES_1_001,WI,8.619999885559082,1.0,-0.22047244094488194,0.028639590434441864,7.698170176335434,7,30,4.130000114440918,100,6.033999919891357,7.785462962962971
11,HOBBIES_1_001,WI,8.619999885559082,1.0,-0.22047244094488194,0.028639590434441864,7.698170176335434,7,50,4.130000114440918,100,4.309999942779541,7.785462962962971
13,HOBBIES_1_002,CA,2.0,1.0,-0.15671641791044777,-0.4962216660990463,0.0,7,0,1.0,100,2.0,8.553882779190042
13,HOBBIES_1_002,CA,2.0,1.0,-0.15671641791044777,-0.4962216660990463,0.0,7,10,1.0,100,1.8,8.553882779190042
13,HOBBIES_1_002,CA,2.0,1.0,-0.15671641791044777,-0.4962216660990463,0.0,7,30,1.0,100,1.4,8.553882779190042
13,HOBBIES_1_002,CA,2.0,1.0,-0.15671641791044777,-0.4962216660990463,0.0,7,50,1.0,100,1.0,8.553882779190042
15,HOBBIES_1_002,TX,2.9700000286102295,1.0,-0.11824324324324331,-0.2518891669504768,0.0,7,0,1.4850000143051147,100,2.9700000286102295,8.303539333848786
15,HOBBIES_1_002,TX,2.9700000286102295,1.0,-0.11824324324324331,-0.2518891669504768,0.0,7,10,1.4850000143051147,100,2.673000025749207,8.303539333848786
15,HOBBIES_1_002,TX,2.9700000286102295,1.0,-0.11824324324324331,-0.2518891669504768,0.0,7,30,1.4850000143051147,100,2.0790000200271606,8.303539333848786
15,HOBBIES_1_002,TX,2.9700000286102295,1.0,-0.11824324324324331,-0.2518891669504768,0.0,7,50,1.4850000143051147,100,1.4850000143051147,8.303539333848786
19,HOBBIES_1_003,TX,0.9700000286102295,4.0,2.400516795865633,-0.673400666913755,3.5647674762001333,7,0,0.48500001430511475,100,0.9700000286102295,11.327804012357172
19,HOBBIES_1_003,TX,0.9700000286102295,4.0,2.400516795865633,-0.673400666913755,3.5647674762001333,7,10,0.48500001430511475,100,0.8730000257492065,11.327804012357172
19,HOBBIES_1_003,TX,0.9700000286102295,4.0,2.400516795865633,-0.673400666913755,3.5647674762001333,7,30,0.48500001430511475,100,0.6790000200271606,11.327804012357172
19,HOBBIES_1_003,TX,0.9700000286102295,4.0,2.400516795865633,-0.673400666913755,3.5647674762001333,7,50,0.48500001430511475,100,0.48500001430511475,11.327804012357172
21,HOBBIES_1_003,WI,5.96999979019165,1.0,-0.1513353115727003,1.0101009200950175,0.14982197180699983,7,0,0.4699999988079071,100,5.96999979019165,11.967757975480772
21,HOBBIES_1_003,WI,5.96999979019165,1.0,-0.1513353115727003,1.0101009200950175,0.14982197180699983,7,10,0.4699999988079071,100,5.372999811172486,11.967757975480772
21,HOBBIES_1_003,WI,5.96999979019165,1.0,-0.1513353115727003,1.0101009200950175,0.14982197180699983,7,30,0.4699999988079071,100,4.1789998531341555,11.967757975480772
21,HOBBIES_1_003,WI,5.96999979019165,1.0,-0.1513353115727003,1.0101009200950175,0.14982197180699983,7,50,0.4699999988079071,100,2.984999895095825,11.967757975480772
22,HOBBIES_1_003,WI,0.9399999976158142,2.0,1.0,-0.8425460585174261,1.1868787348665963,7,0,0.4699999988079071,100,0.9399999976158142,9.97624763997145
22,HOBBIES_1_003,WI,0.9399999976158142,2.0,1.0,-0.8425460585174261,1.1868787348665963,7,10,0.4699999988079071,100,0.8459999978542329,9.97624763997145
22,HOBBIES_1_003,WI,0.9399999976158142,2.0,1.0,-0.8425460585174261,1.1868787348665963,7,30,0.4699999988079071,100,0.6579999983310699,9.97624763997145
22,HOBBIES_1_003,WI,0.9399999976158142,2.0,1.0,-0.8425460585174261,1.1868787348665963,7,50,0.4699999988079071,100,0.4699999988079071,9.97624763997145
24,HOBBIES_1_004,CA,4.639999866485596,4.37069922308546,0.19092945415776064,0.06912435561063712,0.0,7,0,2.319999933242798,100,4.639999866485596,9.155105990323326
24,HOBBIES_1_004,CA,4.639999866485596,4.37069922308546,0.19092945415776064,0.06912435561063712,0.0,7,10,2.319999933242798,100,4.175999879837036,9.155105990323326
24,HOBBIES_1_004,CA,4.639999866485596,4.37069922308546,0.19092945415776064,0.06912435561063712,0.0,7,30,2.319999933242798,100,3.247999906539917,9.155105990323326
24,HOBBIES_1_004,CA,4.639999866485596,4.37069922308546,0.19092945415776064,0.06912435561063712,0.0,7,50,2.319999933242798,100,2.319999933242798,9.155105990323326
26,HOBBIES_1_004,TX,4.639999866485596,2.701340730466944,0.07201814295283282,0.06912435561063712,0.0,7,0,1.8849999904632568,100,4.639999866485596,9.113407480844183
26,HOBBIES_1_004,TX,4.639999866485596,2.701340730466944,0.07201814295283282,0.06912435561063712,0.0,7,10,1.8849999904632568,100,4.175999879837036,9.113407480844183
26,HOBBIES_1_004,TX,4.639999866485596,2.701340730466944,0.07201814295283282,0.06912435561063712,0.0,7,30,1.8849999904632568,100,3.247999906539917,9.113407480844183
26,HOBBIES_1_004,TX,4.639999866485596,2.701340730466944,0.07201814295283282,0.06912435561063712,0.0,7,50,1.8849999904632568,100,2.319999933242798,9.113407480844183
27,HOBBIES_1_004,TX,3.7699999809265137,2.5416666666666665,-0.05910919048434027,-0.1874999807312565,0.0,7,0,1.8849999904632568,100,3.7699999809265137,13.267238352282027
27,HOBBIES_1_004,TX,3.7699999809265137,2.5416666666666665,-0.05910919048434027,-0.1874999807312565,0.0,7,10,1.8849999904632568,100,3.3929999828338624,13.267238352282027
27,HOBBIES_1_004,TX,3.7699999809265137,2.5416666666666665,-0.05910919048434027,-0.1874999807312565,0.0,7,30,1.8849999904632568,100,2.6389999866485594,13.267238352282027
27,HOBBIES_1_004,TX,3.7699999809265137,2.5416666666666665,-0.05910919048434027,-0.1874999807312565,0.0,7,50,1.8849999904632568,100,1.8849999904632568,13.267238352282027
29,HOBBIES_1_004,WI,4.639999866485596,2.4019607843137254,-0.19040227801444154,0.06912435561063712,2.754489012337957,7,0,2.130000114440918,100,4.639999866485596,7.734681547869083
29,HOBBIES_1_004,WI,4.639999866485596,2.4019607843137254,-0.19040227801444154,0.06912435561063712,2.754489012337957,7,10,2.130000114440918,100,4.175999879837036,7.734681547869083
29,HOBBIES_1_004,WI,4.639999866485596,2.4019607843137254,-0.19040227801444154,0.06912435561063712,2.754489012337957,7,30,2.130000114440918,100,3.247999906539917,7.734681547869083
29,HOBBIES_1_004,WI,4.639999866485596,2.4019607843137254,-0.19040227801444154,0.06912435561063712,2.754489012337957,7,50,2.130000114440918,100,2.319999933242798,7.734681547869083
30,HOBBIES_1_004,WI,4.260000228881836,1.4296296296296296,-0.4048072562358277,-0.08189647597804284,0.0,7,0,2.130000114440918,100,4.260000228881836,9.800016299172738
30,HOBBIES_1_004,WI,4.260000228881836,1.4296296296296296,-0.4048072562358277,-0.08189647597804284,0.0,7,10,2.130000114440918,100,3.8340002059936524,9.800016299172738
30,HOBBIES_1_004,WI,4.260000228881836,1.4296296296296296,-0.4048072562358277,-0.08189647597804284,0.0,7,30,2.130000114440918,100,2.982000160217285,9.800016299172738
30,HOBBIES_1_004,WI,4.260000228881836,1.4296296296296296,-0.4048072562358277,-0.08189647597804284,0.0,7,50,2.130000114440918,100,2.130000114440918,9.800016299172738
32,HOBBIES_1_005,CA,2.4800000190734863,2.0939597315436242,-0.09056978496096424,-0.16778523382541966,0.0,7,0,1.2400000095367432,100,2.4800000190734863,11.622718124662558
32,HOBBIES_1_005,CA,2.4800000190734863,2.0939597315436242,-0.09056978496096424,-0.16778523382541966,0.0,7,10,1.2400000095367432,100,2.2320000171661376,11.622718124662558
32,HOBBIES_1_005,CA,2.4800000190734863,2.0939597315436242,-0.09056978496096424,-0.16778523382541966,0.0,7,30,1.2400000095367432,100,1.7360000133514404,11.622718124662558
32,HOBBIES_1_005,CA,2.4800000190734863,2.0939597315436242,-0.09056978496096424,-0.16778523382541966,0.0,7,50,1.2400000095367432,100,1.2400000095367432,11.622718124662558
33,HOBBIES_1_005,CA,3.0799999237060547,1.9355432780847146,-0.07565401142749206,0.24193544355565155,0.31270329934146107,7,0,1.2400000095367432,100,3.0799999237060547,12.152608127297706
33,HOBBIES_1_005,CA,3.0799999237060547,1.9355432780847146,-0.07565401142749206,0.24193544355565155,0.31270329934146107,7,10,1.2400000095367432,100,2.7719999313354493,12.152608127297706
33,HOBBIES_1_005,CA,3.0799999237060547,1.9355432780847146,-0.07565401142749206,0.24193544355565155,0.31270329934146107,7,30,1.2400000095367432,100,2.155999946594238,12.152608127297706
33,HOBBIES_1_005,CA,3.0799999237060547,1.9355432780847146,-0.07565401142749206,0.24193544355565155,0.31270329934146107,7,50,1.2400000095367432,100,1.5399999618530273,12.152608127297706
34,HOBBIES_1_005,CA,2.880000114440918,2.018753781004235,0.04299077363016135,-0.0649350046166508,0.6620585288930209,7,0,1.2400000095367432,100,2.880000114440918,8.991253690664887
34,HOBBIES_1_005,CA,2.880000114440918,2.018753781004235,0.04299077363016135,-0.0649350046166508,0.6620585288930209,7,10,1.2400000095367432,100,2.5920001029968263,8.991253690664887
34,HOBBIES_1_005,CA,2.880000114440918,2.018753781004235,0.04299077363016135,-0.0649350046166508,0.6620585288930209,7,30,1.2400000095367432,100,2.0160000801086424,8.991253690664887
34,HOBBIES_1_005,CA,2.880000114440918,2.018753781004235,0.04299077363016135,-0.0649350046166508,0.6620585288930209,7,50,1.2400000095367432,100,1.440000057220459,8.991253690664887
36,HOBBIES_1_005,TX,2.4800000190734863,3.3229813664596275,0.8687783884312301,-0.0915750909352907,9.48706006795157,7,0,0.75,100,2.4800000190734863,9.403083036954868
36,HOBBIES_1_005,TX,2.4800000190734863,3.3229813664596275,0.8687783884312301,-0.0915750909352907,9.48706006795157,7,10,0.75,100,2.2320000171661376,9.403083036954868
36,HOBBIES_1_005,TX,2.4800000190734863,3.3229813664596275,0.8687783884312301,-0.0915750909352907,9.48706006795157,7,30,0.75,100,1.7360000133514404,9.403083036954868
36,HOBBIES_1_005,TX,2.4800000190734863,3.3229813664596275,0.8687783884312301,-0.0915750909352907,9.48706006795157,7,50,0.75,100,1.2400000095367432,9.403083036954868
37,HOBBIES_1_005,TX,2.9800000190734863,1.4885057471264367,-0.5520571489955957,0.20161290167521728,2.738203480077465,7,0,0.75,100,2.9800000190734863,17.058990145930753
37,HOBBIES_1_005,TX,2.9800000190734863,1.4885057471264367,-0.5520571489955957,0.20161290167521728,2.738203480077465,7,10,0.75,100,2.682000017166138,17.058990145930753
37,HOBBIES_1_005,TX,2.9800000190734863,1.4885057471264367,-0.5520571489955957,0.20161290167521728,2.738203480077465,7,30,0.75,100,2.0860000133514403,17.058990145930753
37,HOBBIES_1_005,TX,2.9800000190734863,1.4885057471264367,-0.5520571489955957,0.20161290167521728,2.738203480077465,7,50,0.75,100,1.4900000095367432,17.058990145930753
38,HOBBIES_1_005,TX,1.5,2.0,0.3436293436293436,-0.4966442985237409,0.6919023225490974,7,0,0.75,100,1.5,7.9319492718371585
38,HOBBIES_1_005,TX,1.5,2.0,0.3436293436293436,-0.4966442985237409,0.6919023225490974,7,10,0.75,100,1.35,7.9319492718371585
38,HOBBIES_1_005,TX,1.5,2.0,0.3436293436293436,-0.4966442985237409,0.6919023225490974,7,30,0.75,100,1.0499999999999998,7.9319492718371585
38,HOBBIES_1_005,TX,1.5,2.0,0.3436293436293436,-0.4966442985237409,0.6919023225490974,7,50,0.75,100,0.75,7.9319492718371585
39,HOBBIES_1_005,TX,1.9900000095367432,2.0,0.0,0.32666667302449537,-0.0,7,0,0.75,100,1.9900000095367432,10.014495892682397
39,HOBBIES_1_005,TX,1.9900000095367432,2.0,0.0,0.32666667302449537,-0.0,7,10,0.75,100,1.7910000085830688,10.014495892682397
39,HOBBIES_1_005,TX,1.9900000095367432,2.0,0.0,0.32666667302449537,-0.0,7,30,0.75,100,1.3930000066757202,10.014495892682397
39,HOBBIES_1_005,TX,1.9900000095367432,2.0,0.0,0.32666667302449537,-0.0,7,50,0.75,100,0.9950000047683716,10.014495892682397
40,HOBBIES_1_005,TX,2.880000114440918,1.25,-0.375,0.4472362314768832,0.8384830512538273,7,0,0.75,100,2.880000114440918,12.841155994641044
40,HOBBIES_1_005,TX,2.880000114440918,1.25,-0.375,0.4472362314768832,0.8384830512538273,7,10,0.75,100,2.5920001029968263,12.841155994641044
40,HOBBIES_1_005,TX,2.880000114440918,1.25,-0.375,0.4472362314768832,0.8384830512538273,7,30,0.75,100,2.0160000801086424,12.841155994641044
40,HOBBIES_1_005,TX,2.880000114440918,1.25,-0.375,0.4472362314768832,0.8384830512538273,7,50,0.75,100,1.440000057220459,12.841155994641044
41,HOBBIES_1_005,TX,2.0,2.0,0.6000000000000001,-0.3055555831502974,1.9636361863002538,7,0,0.75,100,2.0,7.0
41,HOBBIES_1_005,TX,2.0,2.0,0.6000000000000001,-0.3055555831502974,1.9636361863002538,7,10,0.75,100,1.8,7.0
41,HOBBIES_1_005,TX,2.0,2.0,0.6000000000000001,-0.3055555831502974,1.9636361863002538,7,30,0.75,100,1.4,7.0
41,HOBBIES_1_005,TX,2.0,2.0,0.6000000000000001,-0.3055555831502974,1.9636361863002538,7,50,0.75,100,1.0,7.0
43,HOBBIES_1_005,WI,2.4800000190734863,2.158371040723982,0.254285157771718,-0.16778523382541966,1.5155395500196485,7,0,1.2400000095367432,100,2.4800000190734863,8.239158342679849
43,HOBBIES_1_005,WI,2.4800000190734863,2.158371040723982,0.254285157771718,-0.16778523382541966,1.5155395500196485,7,10,1.2400000095367432,100,2.2320000171661376,8.239158342679849
43,HOBBIES_1_005,WI,2.4800000190734863,2.158371040723982,0.254285157771718,-0.16778523382541966,1.5155395500196485,7,30,1.2400000095367432,100,1.7360000133514404,8.239158342679849
43,HOBBIES_1_005,WI,2.4800000190734863,2.158371040723982,0.254285157771718,-0.16778523382541966,1.5155395500196485,7,50,1.2400000095367432,100,1.2400000095367432,8.239158342679849
44,HOBBIES_1_005,WI,3.0799999237060547,1.4759535655058043,-0.31617245707173425,0.24193544355565155,1.3068463736649907,7,0,1.2400000095367432,100,3.0799999237060547,7.578060608467666
44,HOBBIES_1_005,WI,3.0799999237060547,1.4759535655058043,-0.31617245707173425,0.24193544355565155,1.3068463736649907,7,10,1.2400000095367432,100,2.7719999313354493,7.578060608467666
44,HOBBIES_1_005,WI,3.0799999237060547,1.4759535655058043,-0.31617245707173425,0.24193544355565155,1.3068463736649907,7,30,1.2400000095367432,100,2.155999946594238,7.578060608467666
44,HOBBIES_1_005,WI,3.0799999237060547,1.4759535655058043,-0.31617245707173425,0.24193544355565155,1.3068463736649907,7,50,1.2400000095367432,100,1.5399999618530273,7.578060608467666
45,HOBBIES_1_005,WI,2.880000114440918,1.4820441988950277,0.004126575206406358,-0.0649350046166508,0.06354931720984602,7,0,1.2400000095367432,100,2.880000114440918,9.274435870506215
45,HOBBIES_1_005,WI,2.880000114440918,1.4820441988950277,0.004126575206406358,-0.0649350046166508,0.06354931720984602,7,10,1.2400000095367432,100,2.5920001029968263,9.274435870506215
45,HOBBIES_1_005,WI,2.880000114440918,1.4820441988950277,0.004126575206406358,-0.0649350046166508,0.06354931720984602,7,30,1.2400000095367432,100,2.0160000801086424,9.274435870506215
45,HOBBIES_1_005,WI,2.880000114440918,1.4820441988950277,0.004126575206406358,-0.0649350046166508,0.06354931720984602,7,50,1.2400000095367432,100,1.440000057220459,9.274435870506215
47,HOBBIES_1_006,CA,0.9599999785423279,2.0440835266821344,-0.2228137040824263,-0.04000002145767212,0.0,7,0,0.47999998927116394,100,0.9599999785423279,153.86
47,HOBBIES_1_006,CA,0.9599999785423279,2.0440835266821344,-0.2228137040824263,-0.04000002145767212,0.0,7,10,0.47999998927116394,100,0.8639999806880951,153.86
47,HOBBIES_1_006,CA,0.9599999785423279,2.0440835266821344,-0.2228137040824263,-0.04000002145767212,0.0,7,30,0.47999998927116394,100,0.6719999849796294,153.86
47,HOBBIES_1_006,CA,0.9599999785423279,2.0440835266821344,-0.2228137040824263,-0.04000002145767212,0.0,7,50,0.47999998927116394,100,0.47999998927116394,153.86
49,HOBBIES_1_006,TX,0.9599999785423279,1.4980544747081712,-0.10666476278870529,-0.04000002145767212,0.0,7,0,0.47999998927116394,100,0.9599999785423279,8.871038487163055
49,HOBBIES_1_006,TX,0.9599999785423279,1.4980544747081712,-0.10666476278870529,-0.04000002145767212,0.0,7,10,0.47999998927116394,100,0.8639999806880951,8.871038487163055
49,HOBBIES_1_006,TX,0.9599999785423279,1.4980544747081712,-0.10666476278870529,-0.04000002145767212,0.0,7,30,0.47999998927116394,100,0.6719999849796294,8.871038487163055
49,HOBBIES_1_006,TX,0.9599999785423279,1.4980544747081712,-0.10666476278870529,-0.04000002145767212,0.0,7,50,0.47999998927116394,100,0.47999998927116394,8.871038487163055
50,HOBBIES_1_006,TX,1.100000023841858,1.7954545454545454,0.19852420306965768,0.1458333837799739,0.0,7,0,0.47999998927116394,100,1.100000023841858,9.800016299172738
50,HOBBIES_1_006,TX,1.100000023841858,1.7954545454545454,0.19852420306965768,0.1458333837799739,0.0,7,10,0.47999998927116394,100,0.9900000214576722,9.800016299172738
50,HOBBIES_1_006,TX,1.100000023841858,1.7954545454545454,0.19852420306965768,0.1458333837799739,0.0,7,30,0.47999998927116394,100,0.7700000166893005,9.800016299172738
50,HOBBIES_1_006,TX,1.100000023841858,1.7954545454545454,0.19852420306965768,0.1458333837799739,0.0,7,50,0.47999998927116394,100,0.550000011920929,9.800016299172738
52,HOBBIES_1_006,WI,0.9599999785423279,2.529535864978903,-0.11178645460286019,-0.04000002145767212,0.0,7,0,0.47999998927116394,100,0.9599999785423279,10.393836548805371
52,HOBBIES_1_006,WI,0.9599999785423279,2.529535864978903,-0.11178645460286019,-0.04000002145767212,0.0,7,10,0.47999998927116394,100,0.8639999806880951,10.393836548805371
52,HOBBIES_1_006,WI,0.9599999785423279,2.529535864978903,-0.11178645460286019,-0.04000002145767212,0.0,7,30,0.47999998927116394,100,0.6719999849796294,10.393836548805371
52,HOBBIES_1_006,WI,0.9599999785423279,2.529535864978903,-0.11178645460286019,-0.04000002145767212,0.0,7,50,0.47999998927116394,100,0.47999998927116394,10.393836548805371
53,HOBBIES_1_006,WI,1.1200000047683716,1.6514522821576763,-0.34713229212448826,0.16666669771075315,2.0827933647964256,7,0,0.47999998927116394,100,1.1200000047683716,7.35661580300797
53,HOBBIES_1_006,WI,1.1200000047683716,1.6514522821576763,-0.34713229212448826,0.16666669771075315,2.0827933647964256,7,10,0.47999998927116394,100,1.0080000042915345,7.35661580300797
53,HOBBIES_1_006,WI,1.1200000047683716,1.6514522821576763,-0.34713229212448826,0.16666669771075315,2.0827933647964256,7,30,0.47999998927116394,100,0.78400000333786,7.35661580300797
53,HOBBIES_1_006,WI,1.1200000047683716,1.6514522821576763,-0.34713229212448826,0.16666669771075315,2.0827933647964256,7,50,0.47999998927116394,100,0.5600000023841858,7.35661580300797
55,HOBBIES_1_007,CA,7.880000114440918,1.1486854034451497,0.05554874911175922,-0.007556667801907446,7.350958195851572,7,0,3.194999933242798,100,7.880000114440918,17.849749129594958
55,HOBBIES_1_007,CA,7.880000114440918,1.1486854034451497,0.05554874911175922,-0.007556667801907446,7.350958195851572,7,10,3.194999933242798,100,7.092000102996827,17.849749129594958
55,HOBBIES_1_007,CA,7.880000114440918,1.1486854034451497,0.05554874911175922,-0.007556667801907446,7.350958195851572,7,30,3.194999933242798,100,5.516000080108642,17.849749129594958
55,HOBBIES_1_007,CA,7.880000114440918,1.1486854034451497,0.05554874911175922,-0.007556667801907446,7.350958195851572,7,50,3.194999933242798,100,3.940000057220459,17.849749129594958
56,HOBBIES_1_007,CA,6.389999866485596,2.0,0.7411207576953431,-0.18908632313656215,3.9194836802664463,7,0,3.194999933242798,100,6.389999866485596,9.985794305268202
56,HOBBIES_1_007,CA,6.389999866485596,2.0,0.7411207576953431,-0.18908632313656215,3.9194836802664463,7,10,3.194999933242798,100,5.750999879837036,9.985794305268202
56,HOBBIES_1_007,CA,6.389999866485596,2.0,0.7411207576953431,-0.18908632313656215,3.9194836802664463,7,30,3.194999933242798,100,4.472999906539917,9.985794305268202
56,HOBBIES_1_007,CA,6.389999866485596,2.0,0.7411207576953431,-0.18908632313656215,3.9194836802664463,7,50,3.194999933242798,100,3.194999933242798,9.985794305268202
58,HOBBIES_1_007,TX,7.880000114440918,1.0946643717728055,0.06920706080134509,-0.007556667801907446,9.158409846185895,7,0,2.5,100,7.880000114440918,7.579496056338031
58,HOBBIES_1_007,TX,7.880000114440918,1.0946643717728055,0.06920706080134509,-0.007556667801907446,9.158409846185895,7,10,2.5,100,7.092000102996827,7.579496056338031
58,HOBBIES_1_007,TX,7.880000114440918,1.0946643717728055,0.06920706080134509,-0.007556667801907446,9.158409846185895,7,30,2.5,100,5.516000080108642,7.579496056338031
58,HOBBIES_1_007,TX,7.880000114440918,1.0946643717728055,0.06920706080134509,-0.007556667801907446,9.158409846185895,7,50,2.5,100,3.940000057220459,7.579496056338031
59,HOBBIES_1_007,TX,5.5,1.0,-0.08647798742138368,-0.30203046698937486,0.0,7,0,2.5,100,5.5,9.112398945111488
59,HOBBIES_1_007,TX,5.5,1.0,-0.08647798742138368,-0.30203046698937486,0.0,7,10,2.5,100,4.95,9.112398945111488
59,HOBBIES_1_007,TX,5.5,1.0,-0.08647798742138368,-0.30203046698937486,0.0,7,30,2.5,100,3.8499999999999996,9.112398945111488
59,HOBBIES_1_007,TX,5.5,1.0,-0.08647798742138368,-0.30203046698937486,0.0,7,50,2.5,100,2.75,9.112398945111488
60,HOBBIES_1_007,TX,5.0,1.0,0.0,-0.09090909090909094,0.0,7,0,2.5,100,5.0,9.237912993151738
60,HOBBIES_1_007,TX,5.0,1.0,0.0,-0.09090909090909094,0.0,7,10,2.5,100,4.5,9.237912993151738
60,HOBBIES_1_007,TX,5.0,1.0,0.0,-0.09090909090909094,0.0,7,30,2.5,100,3.5,9.237912993151738
